"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd"
"Pennsylvania,Indiana County",7.72,6.27,1.17,6.41,1.68,6.46,54,3.87,1.22,7.72,7.35,1,7.36,7.07,7.44,9,0.65,0.17,7.72,6.25,1.18,6.41,1.68,6.46,55,3.95,1.21
"Pennsylvania,Lackawanna County",8.5,6.5,1.12,6.41,1.49,6.46,89,5.3,1.33,8.5,7.58,1.03,7.36,7.07,7.24,31,1.85,0.43,8.5,6.28,1.17,6.41,1.49,6.46,103,6.14,1.31
"Pennsylvania,Lancaster County",7.72,6.35,1.16,6.41,1.48,6.46,148,2.52,1.12,7.72,7.35,1,7.33,7.07,7.44,32,0.55,0.15,7.72,6.28,1.15,6.41,1.48,6.46,156,2.66,1.14
"Pennsylvania,Lawrence County",7.48,6.24,1.06,6.41,1.49,6.46,49,2.25,1.51,7.48,7.27,1,7.35,7.07,7.44,16,0.73,0.14,7.48,6.08,1.07,6.41,1.49,6.46,55,2.52,1.49
"Pennsylvania,Lebanon County",7.7,6.44,1.15,6.41,1.49,6.46,41,4.99,1.33,7.7,7.35,1.06,7.33,7.03,7.44,16,1.95,0.2,7.7,6.44,1.15,6.41,1.49,6.46,41,4.99,1.33
"Pennsylvania,Lehigh County",8.5,6.43,1.18,6.41,1.48,6.46,165,3.74,1.18,8.5,7.5,1,7.36,7.07,7.44,38,0.86,0.36,8.5,6.34,1.18,6.41,1.48,6.46,175,3.96,1.21
"Pennsylvania,Luzerne County",8.24,6.21,1.11,6.41,1.49,6.46,157,3.92,1.37,8.24,7.46,1.07,7.36,7.07,7.44,28,0.7,0.31,8.24,6.15,1.12,6.41,1.49,6.46,164,4.1,1.37
"Pennsylvania,Lycoming County",7.96,6.21,1.2,6.41,1.68,6.46,45,2.87,1.29,7.96,7.43,1.14,7.33,7.33,7.44,7,0.45,0.23,7.96,6.17,1.2,6.41,1.68,6.46,46,2.94,1.31
"Pennsylvania,Mercer County",7.36,6.59,1.08,6.41,6.02,6.46,25,2.14,0.4,7.36,7.26,1,7.36,7.07,7.44,6,0.51,0.15,7.36,6.49,1.12,6.41,4.53,6.46,26,2.22,0.59
"Pennsylvania,Monroe County",7.7,6.42,1.33,6.41,1.68,6.46,39,2.62,1.17,7.7,7.37,1,7.33,7.17,7.44,11,0.74,0.13,7.7,6.3,1.31,6.41,1.68,6.46,42,2.82,1.21
"Pennsylvania,Montgomery County",8.41,6.29,1.21,6.41,1.48,6.46,632,2.9,1.22,8.41,7.41,1.04,7.36,7.03,7.44,121,0.56,0.29,8.41,6.16,1.2,6.41,1.48,6.46,694,3.19,1.23
"Pennsylvania,Northampton County",7.72,6.45,1.13,6.41,1.49,6.46,131,2.56,1.11,7.72,7.37,1.03,7.36,7.03,7.44,33,0.65,0.19,7.72,6.38,1.13,6.41,1.49,6.46,137,2.68,1.13
"Pennsylvania,Northumberland County",8.18,6.38,1.18,6.41,1.49,6.46,77,3.81,1.14,8.18,7.41,1,7.36,7.07,7.24,16,0.79,0.29,8.18,6.3,1.17,6.41,1.49,6.46,81,4.01,1.16
"Pennsylvania,Philadelphia County",8.54,6.37,1.14,6.41,1.34,6.46,6454,2.89,1.18,8.54,7.44,1.03,7.36,7.01,7.44,1424,0.64,0.31,8.54,6.29,1.14,6.41,1.34,6.46,6829,3.06,1.2
"Pennsylvania,Schuylkill County",7.72,6.72,1.2,6.53,6.41,6.46,10,2.98,0.43,7.72,7.42,1,7.36,7.17,7.24,3,0.89,0.28,7.72,6.54,1.18,6.53,4.67,6.46,11,3.27,0.74
"Pennsylvania,Somerset County",7.17,6.6,1,6.41,6.41,6.46,4,1.81,0.38,7.17,7.17,1,7.17,7.17,7.17,1,0.45,NA,7.17,6.6,1,6.41,6.41,6.46,4,1.81,0.38
"Pennsylvania,Venango County",8.5,6.45,1.26,6.41,1.49,6.46,19,3.69,1.33,8.5,7.53,1,7.33,7.17,7.24,5,0.97,0.55,8.5,6.37,1.25,6.41,1.49,6.46,20,3.88,1.33
"Pennsylvania,Washington County",7.93,6.26,1.18,6.41,1.68,6.46,77,2.21,1.2,7.93,7.36,1,7.33,7.03,7.24,14,0.4,0.3,7.93,6.17,1.17,6.41,1.68,6.46,83,2.38,1.21
"Pennsylvania,Wayne County",8.19,6.32,1.14,6.41,1.48,6.46,201,2.9,1.28,8.19,7.44,1.04,7.36,7.03,7.24,46,0.66,0.26,8.19,6.25,1.15,6.41,1.48,6.46,213,3.08,1.28
"Pennsylvania,Westmoreland County",8.5,6.3,1.16,6.41,1.32,6.46,179,2.85,1.31,8.5,7.47,1,7.33,7.01,7.24,46,0.73,0.4,8.5,6.24,1.15,6.41,1.32,6.46,188,2.99,1.31
"Pennsylvania,York County",8.5,6.37,1.24,6.41,1.48,6.46,256,2.96,1.33,8.5,7.49,1.1,7.36,7.07,7.44,68,0.79,0.29,8.5,6.31,1.24,6.41,1.48,6.46,266,3.08,1.33
"Rhode Island,Bristol County",7.36,6.57,1.25,6.41,6.41,6.46,8,2.94,0.34,7.36,7.36,1,7.36,7.36,7.36,1,0.37,NA,7.36,6.24,1.2,6.41,4.77,6.46,10,3.68,0.78
"Rhode Island,Kent County",8.01,6.54,1.17,6.41,1.48,6.46,127,3.02,0.83,8.01,7.43,1.03,7.36,7.03,7.24,29,0.69,0.24,8.01,6.48,1.17,6.41,1.48,6.46,131,3.12,0.88
"Rhode Island,Newport County",7.78,6.53,1.21,6.41,1.49,6.46,94,3.61,0.86,7.78,7.39,1,7.36,7.03,7.24,22,0.84,0.22,7.78,6.47,1.2,6.41,1.49,6.46,98,3.76,0.89
"Rhode Island,Providence County",8.5,6.38,1.21,6.41,1.34,6.46,745,2.52,1.36,8.5,7.55,1.09,7.36,7.03,7.24,216,0.73,0.37,8.5,6.29,1.21,6.41,1.34,6.46,794,2.68,1.34
"Rhode Island,Washington County",7.72,6.14,1.13,6.41,1.48,6.46,47,3.26,1.64,7.72,7.38,1,7.35,7.07,7.44,14,0.97,0.17,7.72,6.12,1.12,6.41,1.48,6.46,48,3.33,1.63
"South Carolina,Abbeville County",6.41,6.36,NA,6.41,6.12,6.46,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.16,NA,6.41,4.98,6.46,NA,NA,0.53
"South Carolina,Aiken County",7.72,6.55,1.23,6.41,2.62,6.46,105,2.63,0.63,7.72,7.32,1,7.33,7.07,7.44,25,0.63,0.12,7.72,6.43,1.21,6.41,2.62,6.46,115,2.88,0.73
"South Carolina,Anderson County",7.72,6.54,1.17,6.41,1.68,6.46,47,2.33,0.83,7.72,7.35,1,7.33,7.07,7.24,11,0.55,0.21,7.72,6.47,1.16,6.41,1.68,6.46,49,2.43,0.87
"South Carolina,Bamberg County",7.36,6.85,1.33,6.79,6.41,6.65,3,1.97,0.48,7.36,7.27,1,7.27,7.17,7.24,2,1.32,0.13,7.36,6.85,1.33,6.79,6.41,6.65,3,1.97,0.48
"South Carolina,Barnwell County",7.36,5.8,1.17,6.41,1.77,6.65,6,1.57,2.01,7.36,7.36,1,7.36,7.36,7.36,1,0.26,NA,7.36,5.8,1.17,6.41,1.77,6.65,6,1.57,2.01
"South Carolina,Beaufort County",8.38,6,1.18,6.41,1.49,6.46,82,2.52,1.82,8.38,7.49,1.1,7.36,7.03,7.24,21,0.65,0.4,8.38,5.98,1.19,6.41,1.49,6.46,85,2.62,1.79
"South Carolina,Berkeley County",7.36,6.56,1.09,6.41,6.41,6.46,33,2.67,0.32,7.36,7.28,1,7.33,7.03,7.44,5,0.4,0.14,7.36,6.4,1.11,6.41,4.17,6.46,36,2.91,0.61
"South Carolina,Charleston County",8.54,6.4,1.16,6.41,1.48,6.46,569,2.7,1.2,8.54,7.5,1.02,7.36,7.03,7.44,129,0.61,0.36,8.54,6.33,1.15,6.41,1.48,6.46,597,2.83,1.21
"South Carolina,Cherokee County",7.7,6.33,1.26,6.41,1.49,6.46,47,2.61,1.25,7.7,7.42,1.1,7.36,7.07,7.44,10,0.56,0.19,7.7,6.23,1.24,6.41,1.49,6.46,51,2.83,1.26
"South Carolina,Chester County",7.36,6.58,1.21,6.41,6.41,6.46,24,1.75,0.35,7.36,7.32,1.25,7.33,7.25,7.44,4,0.29,0.05,7.36,6.58,1.21,6.41,6.41,6.46,24,1.75,0.35
"South Carolina,Clarendon County",7.33,5.09,1.25,6.41,1.48,6.65,12,1.43,2.33,7.33,7.25,1,7.25,7.17,7.24,2,0.24,0.11,7.33,5.09,1.25,6.41,1.48,6.65,12,1.43,2.33
"South Carolina,Darlington County",7.36,6.4,1.2,6.41,1.49,6.46,40,3.01,0.85,7.36,7.3,1,7.33,7.17,7.24,5,0.38,0.08,7.36,6.4,1.2,6.41,1.49,6.46,40,3.01,0.85
"South Carolina,Dillon County",7.17,6.47,1.33,6.41,6.41,6.46,12,1.69,0.22,7.17,7.17,1,7.17,7.17,7.17,1,0.14,NA,7.17,6.35,1.31,6.41,4.87,6.46,13,1.84,0.49
"South Carolina,Dorchester County",7.72,6.41,1.18,6.41,1.77,6.46,134,3.35,1.08,7.72,7.36,1.03,7.36,7.07,7.44,30,0.75,0.14,7.72,6.31,1.18,6.41,1.77,6.46,142,3.55,1.12
"South Carolina,Florence County",7.9,6.38,1.15,6.41,1.68,6.46,160,2.93,0.94,7.9,7.39,1,7.35,7.07,7.44,24,0.44,0.18,7.9,6.3,1.14,6.41,1.68,6.46,169,3.1,0.98
"South Carolina,Georgetown County",7.72,6.43,1.18,6.41,1.88,6.46,49,2.97,1.01,7.72,7.3,1,7.36,7.03,7.24,11,0.67,0.25,7.72,6.27,1.21,6.41,1.88,6.46,53,3.22,1.06
"South Carolina,Greenville County",8.26,6.3,1.24,6.41,1.34,6.46,399,2.73,1.23,8.26,7.46,1.03,7.36,7.07,7.24,78,0.53,0.29,8.26,6.23,1.24,6.41,1.34,6.46,420,2.87,1.23
"South Carolina,Greenwood County",7.72,6.36,1.16,6.41,1.49,6.46,38,2.01,1.21,7.72,7.32,1,7.25,7.07,7.05,8,0.42,0.26,7.72,6.36,1.16,6.41,1.49,6.46,38,2.01,1.21
"South Carolina,Horry County",8.41,6.28,1.18,6.41,1.24,6.46,519,2.9,1.33,8.41,7.38,1.05,7.33,7.03,7.44,115,0.64,0.25,8.41,6.19,1.18,6.41,1.24,6.46,550,3.07,1.34
"South Carolina,Kershaw County",7.7,6.1,1.16,6.41,1.48,6.46,49,2.55,1.74,7.7,7.31,1,7.33,7.07,7.44,15,0.78,0.16,7.7,5.98,1.15,6.41,1.48,6.46,54,2.82,1.7
"South Carolina,Lancaster County",7.36,6.12,1.29,6.41,1.9,6.46,21,2.2,1.3,7.36,7.35,1,7.35,7.33,7.44,2,0.21,0.02,7.36,6.04,1.27,6.41,1.9,6.46,22,2.3,1.31
"South Carolina,Laurens County",8.19,6.56,1.22,6.41,1.49,6.46,76,2.53,0.93,8.19,7.62,1.12,7.72,7.33,7.63,16,0.53,0.25,8.19,6.45,1.21,6.41,1.49,6.46,81,2.69,0.98
"South Carolina,Lexington County",7.93,6.58,1.18,6.41,1.48,6.46,110,2.38,0.82,7.93,7.4,1.04,7.33,7.07,7.44,28,0.61,0.2,7.93,6.52,1.17,6.41,1.48,6.46,115,2.49,0.86
"South Carolina,Marion County",7.93,7.02,1,6.87,6.41,6.46,4,1.18,0.75,7.93,7.63,1,7.63,7.33,8.02,2,0.59,0.42,7.93,6.56,1,6.41,5.63,6.07,6,1.78,0.92
"South Carolina,Newberry County",7.33,6.23,1.35,6.41,2.76,6.46,17,2.45,0.93,7.33,7.33,1,7.33,7.33,7.33,1,0.14,NA,7.33,6.1,1.32,6.41,2.76,6.46,19,2.74,0.96
"South Carolina,Orangeburg County",7.72,6.36,1.21,6.41,1.49,6.46,58,1.9,1.17,7.72,7.38,1,7.33,7.07,7.44,11,0.36,0.19,7.72,6.26,1.19,6.41,1.49,6.46,62,2.03,1.2
"South Carolina,Pickens County",7.93,6.03,1.28,6.41,1.23,6.46,90,3.01,1.71,7.93,7.42,1.05,7.36,7.07,7.44,19,0.63,0.24,7.93,6,1.27,6.41,1.23,6.46,93,3.11,1.69
"South Carolina,Richland County",8.41,6.37,1.16,6.41,1.48,6.46,754,2.93,1.05,8.41,7.4,1.03,7.36,7.03,7.44,129,0.5,0.26,8.41,6.3,1.16,6.41,1.48,6.46,791,3.08,1.07
"South Carolina,Spartanburg County",7.93,6.46,1.14,6.41,1.48,6.46,146,1.96,1.13,7.93,7.47,1,7.36,7.07,7.44,36,0.48,0.24,7.93,6.34,1.13,6.41,1.48,6.46,157,2.1,1.17
"South Carolina,Sumter County",7.92,6.49,1.18,6.41,1.48,6.46,82,2.28,0.98,7.92,7.34,1.05,7.33,7.07,7.44,21,0.58,0.16,7.92,6.4,1.2,6.41,1.48,6.46,85,2.37,1.02
"South Carolina,Union County",7.7,6.74,1.15,6.41,6.29,6.46,13,2.16,0.55,7.7,7.52,1,7.53,7.33,7.63,4,0.66,0.21,7.7,6.74,1.15,6.41,6.29,6.46,13,2.16,0.55
"South Carolina,Williamsburg County",8.5,6.24,1.25,6.6,1.23,6.46,371,7.65,1.92,8.5,7.76,1.08,7.8,7.01,8.02,180,3.71,0.45,8.5,6.07,1.26,6.41,1.23,6.46,440,9.07,1.77
"South Carolina,York County",8.07,6.35,1.12,6.41,1.49,6.46,162,2.35,1.17,8.07,7.35,1.03,7.36,7.07,7.44,32,0.46,0.16,8.07,6.24,1.11,6.41,1.49,6.46,175,2.53,1.19
"South Dakota,Brookings County",7.78,6.27,1.36,6.41,1.48,6.46,11,2.15,1.66,7.78,7.49,1,7.36,7.33,7.24,3,0.59,0.25,7.78,6.14,1.33,6.41,1.48,6.46,12,2.35,1.65
"South Dakota,Brown County",7.48,6.68,1.18,6.41,6.41,6.46,17,3.98,0.41,7.48,7.37,1,7.33,7.33,7.44,4,0.94,0.08,7.48,6.48,1.16,6.41,4.53,6.46,19,4.45,0.72
"South Dakota,Clay County",7.36,6.61,1.27,6.41,6.29,6.46,15,2.48,0.39,7.36,7.34,1,7.33,7.33,7.44,3,0.5,0.02,7.36,6.57,1.33,6.41,5.71,6.46,15,2.48,0.45
"South Dakota,Davison County",7.72,6.67,1.2,6.41,6.41,6.46,5,3.12,0.59,7.72,7.72,1,7.72,7.72,7.72,1,0.62,NA,7.72,6.67,1.2,6.41,6.41,6.46,5,3.12,0.59
"South Dakota,Kingsbury County",7.72,6.27,1.13,6.41,1.34,6.46,63,3.18,1.3,7.72,7.33,1,7.33,7.03,7.24,12,0.61,0.16,7.72,6.2,1.18,6.41,1.34,6.46,66,3.34,1.3
"South Dakota,Lake County",6.41,3.95,NA,3.95,1.49,1.57,NA,NA,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,3.95,NA,3.95,1.49,1.57,NA,NA,2.84
"South Dakota,Lawrence County",7.48,6.62,1.4,6.41,6.41,6.46,5,2.59,0.48,7.48,7.48,1,7.48,7.48,7.48,1,0.52,NA,7.48,6.2,1.67,6.41,4.77,6.46,6,3.11,0.9
"South Dakota,Lincoln County",7.94,6.1,1.18,6.41,1.48,6.46,104,2.92,1.51,7.94,7.33,1.05,7.33,7.07,7.24,19,0.53,0.23,7.94,5.92,1.16,6.41,1.48,6.46,121,3.4,1.46
"South Dakota,Minnehaha County",8.07,6.35,1.18,6.41,1.49,6.46,131,3.08,1.11,8.07,7.37,1,7.33,7.03,7.44,24,0.56,0.22,8.07,6.26,1.17,6.41,1.49,6.46,139,3.27,1.13
"South Dakota,Pennington County",7.48,6.42,1.18,6.41,1.48,6.46,34,2.43,1.29,7.48,7.35,1,7.36,7.03,7.44,11,0.79,0.14,7.48,6.34,1.17,6.41,1.48,6.46,36,2.57,1.3
"South Dakota,Walworth County",7.72,6.66,1.11,6.41,6.39,6.46,18,5.1,0.49,7.72,7.53,1,7.54,7.33,7.44,4,1.13,0.22,7.72,6.57,1.11,6.41,5,6.46,19,5.38,0.61
"South Dakota,Yankton County",6.41,5.76,NA,6.41,2.62,6.46,NA,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.76,NA,6.41,2.62,6.46,NA,NA,1.54
"Tennessee,Anderson County",7.93,6.36,1.26,6.41,1.77,6.46,35,2.14,1.21,7.93,7.46,1,7.36,7.17,7.44,7,0.43,0.27,7.93,6.27,1.24,6.41,1.77,6.46,37,2.27,1.24
"Tennessee,Bedford County",7.7,6.05,1,6.41,1.48,6.46,15,2.99,1.67,7.7,7.46,1,7.36,7.33,7.44,3,0.6,0.21,7.7,6.05,1,6.41,1.48,6.46,15,2.99,1.67
"Tennessee,Blount County",8.13,6.57,1.16,6.41,1.49,6.46,61,2.34,1.23,8.13,7.43,1,7.36,7.07,7.44,23,0.88,0.24,8.13,6.49,1.16,6.41,1.49,6.46,64,2.45,1.24
"Tennessee,Bradley County",7.93,6.58,1.2,6.41,1.9,6.46,41,3.2,0.88,7.93,7.39,1,7.33,7.03,7.24,11,0.86,0.28,7.93,6.49,1.21,6.41,1.9,6.46,43,3.35,0.94
"Tennessee,Campbell County",7.72,7.06,1,7.06,6.41,6.46,2,1.74,0.93,7.72,7.72,1,7.72,7.72,7.72,1,0.87,NA,7.72,7.06,1,7.06,6.41,6.46,2,1.74,0.93
"Tennessee,Carroll County",6.41,5.82,NA,6.41,1.68,6.46,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.82,NA,6.41,1.68,6.46,NA,NA,1.67
"Tennessee,Chester County",7.7,6.75,1,6.41,6.41,6.46,9,2.87,0.5,7.7,7.38,1,7.36,7.07,7.44,3,0.96,0.32,7.7,6.56,1,6.41,4.87,6.46,10,3.18,0.76
"Tennessee,Claiborne County",7.93,6.3,1.09,6.41,1.48,6.46,140,3.42,1.19,7.93,7.45,1,7.36,7.03,7.24,22,0.54,0.26,7.93,6.22,1.1,6.41,1.48,6.46,147,3.59,1.21
"Tennessee,Davidson County",8.5,6.27,1.18,6.41,1.23,6.46,2981,4.27,1.48,8.54,7.64,1.06,7.48,7.01,7.24,793,1.14,0.45,8.5,6.18,1.18,6.41,1.23,6.46,3249,4.65,1.44
"Tennessee,Dickson County",7.7,6.27,1.23,6.41,1.49,6.46,57,2.98,1.17,7.7,7.34,1,7.36,7.07,7.44,10,0.52,0.16,7.7,6.21,1.22,6.41,1.49,6.46,60,3.14,1.18
"Tennessee,Giles County",7.7,6.46,1.08,6.41,1.48,6.46,26,1.98,1.1,7.7,7.32,1,7.18,7.07,7.24,7,0.53,0.28,7.7,6.46,1.08,6.41,1.48,6.46,26,1.98,1.1
"Tennessee,Greene County",7.36,5.86,1.12,6.41,1.49,6.46,16,3.26,1.69,7.36,7.36,1,7.36,7.36,7.36,1,0.2,NA,7.36,5.86,1.12,6.41,1.49,6.46,17,3.46,1.63
"Tennessee,Hamblen County",7.7,6.56,1.13,6.41,1.49,6.46,63,2.9,1.01,7.7,7.3,1,7.36,7.03,7.44,22,1.01,0.19,7.7,6.48,1.12,6.41,1.49,6.46,68,3.13,1.02
"Tennessee,Hamilton County",8.07,6.32,1.23,6.41,1.34,6.46,261,2.59,1.24,8.07,7.4,1.03,7.33,7.07,7.44,59,0.58,0.21,8.07,6.28,1.24,6.41,1.34,6.46,268,2.66,1.25
"Tennessee,Hardin County",8.43,6.28,1.17,6.53,1.74,6.46,23,4.63,1.8,8.5,7.79,1,7.78,7.03,7.63,9,1.81,0.51,8.43,6.3,1.25,6.47,1.74,6.46,24,4.83,1.61
"Tennessee,Henderson County",6.41,5.89,NA,6.41,1.7,6.46,NA,NA,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.8,NA,6.41,1.7,6.46,NA,NA,1.51
"Tennessee,Jefferson County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.17,NA,6.41,5,6.46,NA,NA,0.58
"Tennessee,Knox County",8.26,6.32,1.19,6.41,1.48,6.46,442,2.94,1.22,8.26,7.4,1.02,7.36,7.03,7.44,83,0.55,0.26,8.26,6.25,1.19,6.41,1.48,6.46,463,3.08,1.22
"Tennessee,Lawrence County",7.48,6.92,1,7.07,6.41,7.24,7,1.55,0.5,7.48,7.31,1,7.35,7.07,7.44,4,0.88,0.17,7.48,6.8,1,6.74,5.97,7.24,8,1.77,0.57
"Tennessee,Madison County",7.72,6.58,1.2,6.41,1.48,6.46,83,2.82,0.91,7.72,7.38,1.13,7.33,7.07,7.44,23,0.78,0.18,7.72,6.52,1.2,6.41,1.48,6.46,86,2.93,0.95
"Tennessee,Maury County",7.36,6.39,1.21,6.41,1.77,6.46,43,3.76,1.08,7.36,7.32,1.1,7.35,7.17,7.44,10,0.87,0.06,7.36,6.39,1.21,6.41,1.77,6.46,43,3.76,1.08
"Tennessee,McMinn County",7.33,6.36,1.23,6.41,1.49,6.46,13,3.72,1.51,7.33,7.11,1,7.07,7.07,7.05,6,1.72,0.11,7.33,6.2,1.21,6.41,1.49,6.46,14,4.01,1.56
"Tennessee,Monroe County",7.36,6.77,1.67,6.41,6.29,6.46,15,1.83,0.47,7.36,7.32,1,7.35,7.17,7.44,6,0.73,0.07,7.36,6.63,1.62,6.41,4.53,6.46,16,1.95,0.72
"Tennessee,Montgomery County",8.07,6.28,1.25,6.41,1.48,6.46,142,2.26,1.22,8.07,7.44,1,7.36,7.07,7.44,21,0.33,0.27,8.07,6.17,1.23,6.41,1.48,6.46,154,2.45,1.22
"Tennessee,Morgan County",7.36,6.57,1.38,6.41,6.41,6.46,16,3.11,0.34,7.36,7.25,1.33,7.33,7.07,7.44,3,0.58,0.16,7.36,6.57,1.38,6.41,6.41,6.46,16,3.11,0.34
"Tennessee,Overton County",6.41,5.23,NA,6.41,1.68,6.46,NA,NA,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.18,NA,6.41,1.68,6.46,NA,NA,2.05
"Tennessee,Putnam County",7.56,6.68,1.22,6.41,6.41,6.46,23,2.58,0.43,7.56,7.38,1,7.35,7.33,7.44,6,0.67,0.09,7.56,6.6,1.21,6.41,4.77,6.46,24,2.7,0.58
"Tennessee,Rhea County",7.72,6.12,1.13,6.41,1.48,6.46,15,6.73,1.81,7.72,7.43,1,7.36,7.36,7.44,5,2.24,0.16,7.72,6.12,1.13,6.41,1.48,6.46,15,6.73,1.81
"Tennessee,Roane County",7.48,6.38,1.19,6.41,1.9,6.46,37,4.02,0.84,7.48,7.34,1,7.36,7.17,7.44,5,0.54,0.11,7.48,6.31,1.24,6.41,1.9,6.46,38,4.13,0.88
"Tennessee,Robertson County",7.48,6.5,1.33,6.41,6.41,6.46,12,1.74,0.31,7.48,7.48,1,7.48,7.48,7.48,1,0.15,NA,7.48,6.38,1.31,6.41,5,6.46,13,1.89,0.51
"Tennessee,Rutherford County",8.18,6.28,1.17,6.41,1.48,6.46,240,3.04,1.33,8.18,7.45,1,7.36,7.07,7.24,49,0.62,0.27,8.18,6.22,1.17,6.41,1.48,6.46,251,3.18,1.33
"Tennessee,Sevier County",8.43,6.29,1.19,6.41,1.68,6.46,42,3.27,1.45,8.43,7.46,1,7.36,7.19,7.44,10,0.78,0.37,8.43,6.22,1.18,6.41,1.68,6.46,44,3.42,1.44
"Tennessee,Shelby County",8.5,6.37,1.17,6.41,1.17,6.46,1815,2.79,1.17,8.5,7.45,1.05,7.36,7.03,7.24,379,0.58,0.31,8.5,6.3,1.18,6.41,1.17,6.46,1915,2.94,1.18
"Tennessee,Sullivan County",7.93,6.22,1.14,6.41,1.66,6.46,66,3.54,1.46,7.93,7.44,1.08,7.33,7.33,7.44,13,0.7,0.2,7.93,6.17,1.13,6.41,1.66,6.46,68,3.65,1.46
"Tennessee,Sumner County",7.93,6.42,1.3,6.41,1.48,6.46,60,3.04,1.01,8.37,7.61,1,7.36,7.33,7.44,9,0.46,0.36,7.93,6.34,1.29,6.41,1.48,6.46,63,3.19,1.05
"Tennessee,Washington County",8.5,6.5,1.2,6.41,1.68,6.46,127,3.39,1.13,8.5,7.68,1.09,7.48,7.03,7.24,32,0.86,0.53,8.5,6.43,1.19,6.41,1.68,6.46,132,3.53,1.15
"Tennessee,Wayne County",8.37,6.33,1.06,6.41,2.24,6.46,18,0.73,1.65,8.37,7.89,1,7.9,7.36,7.83,5,0.2,0.36,8.37,6.24,1.05,6.41,2.24,6.46,19,0.77,1.66
"Tennessee,Weakley County",7.72,6.51,1.15,6.41,1.48,6.46,34,4.46,0.99,7.72,7.44,1,7.36,7.33,7.24,8,1.05,0.17,7.72,6.37,1.14,6.41,1.48,6.46,37,4.86,1.06
"Tennessee,White County",7.36,6.88,1,6.88,6.41,6.46,2,3.08,0.67,7.36,7.36,1,7.36,7.36,7.36,1,1.54,NA,7.36,6.88,1,6.88,6.41,6.46,2,3.08,0.67
"Tennessee,Williamson County",8.5,6.41,1.14,6.41,1.49,6.46,276,5.6,1.53,8.5,7.8,1.07,7.9,7.03,8.41,81,1.64,0.54,8.5,6.33,1.15,6.41,1.49,6.46,294,5.96,1.51
"Tennessee,Wilson County",7.93,6.11,1.23,6.41,1.49,6.46,60,3.04,1.51,7.93,7.38,1,7.33,7.07,7.24,9,0.46,0.28,7.93,6.05,1.22,6.41,1.49,6.46,63,3.19,1.5
"Texas,Angelina County",7.72,6.43,1.3,6.41,1.49,6.46,87,2.61,0.92,7.72,7.38,1,7.33,7.07,7.44,15,0.45,0.16,7.72,6.31,1.29,6.41,1.49,6.46,94,2.82,0.97
"Texas,Austin County",7.36,6.78,1.2,6.41,6.41,6.46,5,1.51,0.51,7.36,7.35,1,7.35,7.33,7.44,2,0.6,0.02,7.36,6.78,1.2,6.41,6.41,6.46,5,1.51,0.51
"Texas,Bastrop County",7.72,6.55,1.25,6.41,4.15,6.46,44,4,0.53,7.72,7.33,1,7.33,7.07,7.24,9,0.82,0.25,7.72,6.51,1.24,6.41,4.15,6.46,45,4.09,0.57
"Texas,Bell County",8.19,6.49,1.13,6.41,1.48,6.46,282,2.4,0.95,8.19,7.44,1.02,7.33,7.07,7.24,60,0.51,0.26,8.19,6.41,1.13,6.41,1.48,6.46,295,2.51,0.99
"Texas,Bexar County",8.54,6.31,1.18,6.41,1.17,6.46,4741,3.36,1.55,8.54,7.61,1.05,7.46,7.01,7.44,1514,1.07,0.42,8.54,6.19,1.19,6.41,1.17,6.46,5228,3.71,1.5
"Texas,Bowie County",7.9,6.27,1.21,6.41,1.49,6.46,77,2.64,1.17,7.9,7.48,1,7.36,7.22,7.24,10,0.34,0.22,7.9,6.26,1.21,6.41,1.49,6.46,78,2.67,1.17
